"JulianDay","Species","Stock","District","MMDD","OriginDate","PercentEscape","fit_link","se_link","fit_resp","se_upr","se_lwr","LowerSEG","UpperSEG","LowerSEG_se_upr","LowerSEG_se_lwr","UpperSEG_se_upr","UpperSEG_se_lwr","YEAR.RANGE","TYPE.STOCK"
158,"Chum Salmon","Southern District","Southern","06-07",0-06-07,0.001,-6.55959282723579,0.610832448757015,0.00141445881019777,0.004,0.001,2,5,6,2,20,5,"All","Aggregate"
159,"Chum Salmon","Southern District","Southern","06-08",0-06-08,0.002,-6.42806156182499,0.599267260128796,0.00161297361501441,0.004,0.001,3,10,6,2,20,5,"All","Aggregate"
160,"Chum Salmon","Southern District","Southern","06-09",0-06-09,0.002,-6.2965302964142,0.587716229503592,0.00183929802551656,0.005,0.001,3,10,8,2,25,5,"All","Aggregate"
161,"Chum Salmon","Southern District","Southern","06-10",0-06-10,0.002,-6.1649990310034,0.576180208383997,0.00209731243681253,0.005,0.001,3,10,8,2,25,5,"All","Aggregate"
162,"Chum Salmon","Southern District","Southern","06-11",0-06-11,0.002,-6.03346776559261,0.564660116704549,0.00239143406997022,0.006,0.001,3,10,9,2,30,5,"All","Aggregate"
163,"Chum Salmon","Southern District","Southern","06-12",0-06-12,0.003,-5.90193650018181,0.553156949709597,0.00272668985110081,0.007,0.001,5,15,11,2,35,5,"All","Aggregate"
164,"Chum Salmon","Southern District","Southern","06-13",0-06-13,0.003,-5.77040523477102,0.5416717856591,0.00310879876720389,0.008,0.001,5,15,12,2,40,5,"All","Aggregate"
165,"Chum Salmon","Southern District","Southern","06-14",0-06-14,0.004,-5.63887396936022,0.530205794478024,0.00354426480441645,0.008,0.001,6,20,12,2,40,5,"All","Aggregate"
166,"Chum Salmon","Southern District","Southern","06-15",0-06-15,0.004,-5.50734270394943,0.518760247483256,0.00404048166375597,0.009,0.002,6,20,14,3,45,10,"All","Aggregate"
167,"Chum Salmon","Southern District","Southern","06-16",0-06-16,0.005,-5.37581143853863,0.507336528343433,0.00460585053266124,0.011,0.002,8,25,17,3,55,10,"All","Aggregate"
168,"Chum Salmon","Southern District","Southern","06-17",0-06-17,0.005,-5.24428017312784,0.495936145452323,0.00524991226156322,0.012,0.002,8,25,18,3,60,10,"All","Aggregate"
169,"Chum Salmon","Southern District","Southern","06-18",0-06-18,0.006,-5.11274890771704,0.484560745926154,0.00598349534514269,0.013,0.003,9,30,20,5,65,15,"All","Aggregate"
170,"Chum Salmon","Southern District","Southern","06-19",0-06-19,0.007,-4.98121764230625,0.473212131470417,0.00681888112684791,0.015,0.003,11,35,23,5,75,15,"All","Aggregate"
171,"Chum Salmon","Southern District","Southern","06-20",0-06-20,0.008,-4.84968637689546,0.461892276403169,0.00776998761815123,0.017,0.004,12,40,26,6,85,20,"All","Aggregate"
172,"Chum Salmon","Southern District","Southern","06-21",0-06-21,0.009,-4.71815511148466,0.450603348170972,0.00885257323204064,0.018,0.004,14,45,27,6,90,20,"All","Aggregate"
173,"Chum Salmon","Southern District","Southern","06-22",0-06-22,0.01,-4.58662384607387,0.439347730751782,0.0100844615491264,0.021,0.005,15,50,32,8,105,25,"All","Aggregate"
174,"Chum Salmon","Southern District","Southern","06-23",0-06-23,0.011,-4.45509258066307,0.428128051408049,0.011485787933741,0.023,0.006,17,55,35,9,115,30,"All","Aggregate"
175,"Chum Salmon","Southern District","Southern","06-24",0-06-24,0.013,-4.32356131525228,0.416947211334994,0.0130792683580604,0.026,0.007,20,65,39,11,130,35,"All","Aggregate"
176,"Chum Salmon","Southern District","Southern","06-25",0-06-25,0.015,-4.19203004984148,0.405808420845926,0.0148904901271694,0.029,0.008,23,75,44,12,145,40,"All","Aggregate"
177,"Chum Salmon","Southern District","Southern","06-26",0-06-26,0.017,-4.06049878443069,0.394715239851165,0.016948223269711,0.032,0.009,26,85,48,14,160,45,"All","Aggregate"
178,"Chum Salmon","Southern District","Southern","06-27",0-06-27,0.019,-3.92896751901989,0.383671624522747,0.0192847500991349,0.036,0.01,29,95,54,15,180,50,"All","Aggregate"
179,"Chum Salmon","Southern District","Southern","06-28",0-06-28,0.022,-3.7974362536091,0.372681981197033,0.0219362087806955,0.04,0.012,33,110,60,18,200,60,"All","Aggregate"
180,"Chum Salmon","Southern District","Southern","06-29",0-06-29,0.025,-3.6659049881983,0.361751228755108,0.0249429445708693,0.044,0.014,38,125,66,21,220,70,"All","Aggregate"
181,"Chum Salmon","Southern District","Southern","06-30",0-06-30,0.028,-3.53437372278751,0.350884870939995,0.028349859634133,0.049,0.016,42,140,74,24,245,80,"All","Aggregate"
182,"Chum Salmon","Southern District","Southern","07-01",0-07-01,0.032,-3.40284245737671,0.340089080323355,0.0322067488924189,0.055,0.019,48,160,83,29,275,95,"All","Aggregate"
183,"Chum Salmon","Southern District","Southern","07-02",0-07-02,0.037,-3.27131119196592,0.329370795924071,0.0365686051408211,0.061,0.022,56,185,92,33,305,110,"All","Aggregate"
184,"Chum Salmon","Southern District","Southern","07-03",0-07-03,0.041,-3.13977992655512,0.318737836806345,0.0414958716118414,0.068,0.025,62,205,103,38,340,125,"All","Aggregate"
185,"Chum Salmon","Southern District","Southern","07-04",0-07-04,0.047,-3.00824866114433,0.308199034340121,0.047054614282808,0.076,0.029,71,235,114,44,380,145,"All","Aggregate"
186,"Chum Salmon","Southern District","Southern","07-05",0-07-05,0.053,-2.87671739573354,0.297764386178467,0.0533165795741004,0.084,0.033,80,265,127,50,420,165,"All","Aggregate"
187,"Chum Salmon","Southern District","Southern","07-06",0-07-06,0.06,-2.74518613032274,0.287445235368683,0.0603590958838048,0.094,0.038,90,300,141,57,470,190,"All","Aggregate"
188,"Chum Salmon","Southern District","Southern","07-07",0-07-07,0.068,-2.61365486491195,0.277254478318995,0.0682647700332028,0.104,0.044,103,340,156,66,520,220,"All","Aggregate"
189,"Chum Salmon","Southern District","Southern","07-08",0-07-08,0.077,-2.48212359950115,0.267206805511351,0.077120922785991,0.115,0.051,116,385,173,77,575,255,"All","Aggregate"
190,"Chum Salmon","Southern District","Southern","07-09",0-07-09,0.087,-2.35059233409036,0.257318978754163,0.087018702087905,0.127,0.059,131,435,191,89,635,295,"All","Aggregate"
191,"Chum Salmon","Southern District","Southern","07-10",0-07-10,0.098,-2.21906106867957,0.247610148205706,0.0980518098467914,0.141,0.067,147,490,212,101,705,335,"All","Aggregate"
192,"Chum Salmon","Southern District","Southern","07-11",0-07-11,0.11,-2.08752980326877,0.23810221106424,0.110314779610703,0.155,0.077,165,550,233,116,775,385,"All","Aggregate"
193,"Chum Salmon","Southern District","Southern","07-12",0-07-12,0.124,-1.95599853785797,0.228820211268084,0.123900750419194,0.171,0.088,186,620,257,132,856,440,"All","Aggregate"
194,"Chum Salmon","Southern District","Southern","07-13",0-07-13,0.139,-1.82446727244718,0.219792775149055,0.138898698622794,0.188,0.101,209,696,282,152,940,506,"All","Aggregate"
195,"Chum Salmon","Southern District","Southern","07-14",0-07-14,0.155,-1.69293600703638,0.211052570897721,0.155390116744015,0.207,0.115,233,775,311,173,1035,575,"All","Aggregate"
196,"Chum Salmon","Southern District","Southern","07-15",0-07-15,0.173,-1.56140474162559,0.202636768897488,0.173445168141547,0.227,0.131,260,865,341,197,1135,655,"All","Aggregate"
197,"Chum Salmon","Southern District","Southern","07-16",0-07-16,0.193,-1.42987347621479,0.194587464364363,0.193118398869897,0.248,0.148,290,965,372,222,1240,740,"All","Aggregate"
198,"Chum Salmon","Southern District","Southern","07-17",0-07-17,0.214,-1.298342210804,0.186952002444886,0.214444152369991,0.271,0.167,321,1070,407,251,1355,835,"All","Aggregate"
199,"Chum Salmon","Southern District","Southern","07-18",0-07-18,0.237,-1.16681094539321,0.179783119064096,0.237431904537316,0.295,0.188,356,1185,443,282,1475,940,"All","Aggregate"
200,"Chum Salmon","Southern District","Southern","07-19",0-07-19,0.262,-1.03527967998241,0.173138780562124,0.262061809179117,0.321,0.211,393,1310,482,317,1605,1055,"All","Aggregate"
201,"Chum Salmon","Southern District","Southern","07-20",0-07-20,0.288,-0.903748414571616,0.167081577442056,0.288280806544399,0.348,0.235,432,1440,522,353,1740,1175,"All","Aggregate"
202,"Chum Salmon","Southern District","Southern","07-21",0-07-21,0.316,-0.772217149160824,0.161677513768533,0.315999687644945,0.376,0.261,474,1580,564,392,1880,1305,"All","Aggregate"
203,"Chum Salmon","Southern District","Southern","07-22",0-07-22,0.345,-0.640685883750027,0.156994051314324,0.345091510896024,0.406,0.289,518,1725,609,434,2031,1445,"All","Aggregate"
204,"Chum Salmon","Southern District","Southern","07-23",0-07-23,0.375,-0.509154618339235,0.153097336977679,0.375391723627285,0.436,0.318,563,1875,654,477,2180,1590,"All","Aggregate"
205,"Chum Salmon","Southern District","Southern","07-24",0-07-24,0.407,-0.377623352928438,0.150048678045131,0.406700243086262,0.468,0.349,611,2035,702,524,2340,1745,"All","Aggregate"
206,"Chum Salmon","Southern District","Southern","07-25",0-07-25,0.439,-0.246092087517646,0.147900526464201,0.438785602116146,0.499,0.38,659,2195,749,570,2495,1900,"All","Aggregate"
207,"Chum Salmon","Southern District","Southern","07-26",0-07-26,0.471,-0.114560822106849,0.146692448427129,0.471391076690974,0.532,0.412,707,2355,798,618,2660,2060,"All","Aggregate"
208,"Chum Salmon","Southern District","Southern","07-27",0-07-27,0.504,0.0169704433039435,0.146447710376661,0.504242509007692,0.564,0.444,756,2520,846,666,2820,2220,"All","Aggregate"
209,"Chum Salmon","Southern District","Southern","07-28",0-07-28,0.537,0.14850170871474,0.147171118346803,0.537057350798408,0.597,0.476,806,2685,896,714,2985,2380,"All","Aggregate"
210,"Chum Salmon","Southern District","Southern","07-29",0-07-29,0.57,0.280032974125536,0.148848557360134,0.56955430796687,0.628,0.509,855,2850,942,764,3140,2545,"All","Aggregate"
211,"Chum Salmon","Southern District","Southern","07-30",0-07-30,0.601,0.411564239536329,0.151448330241041,0.601462894769115,0.66,0.54,902,3005,990,810,3300,2700,"All","Aggregate"
212,"Chum Salmon","Southern District","Southern","07-31",0-07-31,0.633,0.543095504947125,0.154924011015942,0.632532216808986,0.69,0.571,950,3165,1035,857,3450,2855,"All","Aggregate"
213,"Chum Salmon","Southern District","Southern","08-01",0-08-01,0.663,0.674626770357918,0.159218247690389,0.662538395075569,0.719,0.602,995,3315,1079,903,3595,3010,"All","Aggregate"
214,"Chum Salmon","Southern District","Southern","08-02",0-08-02,0.691,0.806158035768714,0.164266857149549,0.691290201311122,0.746,0.631,1037,3455,1119,947,3730,3155,"All","Aggregate"
215,"Chum Salmon","Southern District","Southern","08-03",0-08-03,0.719,0.937689301179507,0.170002644302507,0.718632670807145,0.772,0.659,1079,3595,1158,989,3860,3295,"All","Aggregate"
216,"Chum Salmon","Southern District","Southern","08-04",0-08-04,0.744,1.0692205665903,0.176358573746107,0.744448660888391,0.796,0.685,1116,3720,1194,1028,3980,3426,"All","Aggregate"
217,"Chum Salmon","Southern District","Southern","08-05",0-08-05,0.769,1.2007518320011,0.18327013600022,0.768658503229936,0.818,0.711,1154,3845,1227,1067,4090,3555,"All","Aggregate"
218,"Chum Salmon","Southern District","Southern","08-06",0-08-06,0.791,1.33228309741189,0.190676919728581,0.791218035104189,0.838,0.735,1187,3955,1257,1103,4190,3675,"All","Aggregate"
219,"Chum Salmon","Southern District","Southern","08-07",0-08-07,0.812,1.46381436282268,0.198523503486821,0.812115378501577,0.857,0.757,1218,4061,1286,1136,4285,3785,"All","Aggregate"
220,"Chum Salmon","Southern District","Southern","08-08",0-08-08,0.831,1.59534562823348,0.206759821793418,0.83136686684762,0.874,0.778,1247,4155,1311,1167,4370,3890,"All","Aggregate"
221,"Chum Salmon","Southern District","Southern","08-09",0-08-09,0.849,1.72687689364427,0.215341159863302,0.849012504636506,0.889,0.798,1274,4245,1334,1197,4445,3990,"All","Aggregate"
222,"Chum Salmon","Southern District","Southern","08-10",0-08-10,0.865,1.85840815905507,0.22422790884803,0.865111298113419,0.903,0.816,1298,4325,1355,1224,4515,4080,"All","Aggregate"
223,"Chum Salmon","Southern District","Southern","08-11",0-08-11,0.88,1.98993942446586,0.233385183405697,0.87973672878714,0.915,0.833,1320,4400,1373,1250,4575,4165,"All","Aggregate"
224,"Chum Salmon","Southern District","Southern","08-12",0-08-12,0.893,2.12147068987666,0.242782374385216,0.892972568366281,0.926,0.848,1340,4465,1389,1272,4630,4240,"All","Aggregate"
225,"Chum Salmon","Southern District","Southern","08-13",0-08-13,0.905,2.25300195528746,0.252392685200656,0.904909163232407,0.935,0.863,1358,4525,1403,1295,4675,4315,"All","Aggregate"
226,"Chum Salmon","Southern District","Southern","08-14",0-08-14,0.916,2.38453322069825,0.26219268205908,0.915640255056168,0.944,0.876,1374,4580,1416,1314,4720,4380,"All","Aggregate"
227,"Chum Salmon","Southern District","Southern","08-15",0-08-15,0.925,2.51606448610904,0.272161875103277,0.925260354832808,0.951,0.888,1388,4625,1427,1332,4755,4440,"All","Aggregate"
228,"Chum Salmon","Southern District","Southern","08-16",0-08-16,0.934,2.64759575151984,0.282282338707175,0.933862651235552,0.957,0.899,1401,4670,1436,1349,4785,4495,"All","Aggregate"
229,"Chum Salmon","Southern District","Southern","08-17",0-08-17,0.942,2.77912701693063,0.29253837352408,0.94153740987096,0.963,0.909,1413,4710,1445,1364,4815,4545,"All","Aggregate"
230,"Chum Salmon","Southern District","Southern","08-18",0-08-18,0.948,2.91065828234143,0.302916209493811,0.94837080593562,0.968,0.918,1422,4740,1452,1377,4840,4590,"All","Aggregate"
231,"Chum Salmon","Southern District","Southern","08-19",0-08-19,0.954,3.04218954775222,0.313403747131308,0.954444126710279,0.972,0.926,1431,4770,1458,1389,4860,4630,"All","Aggregate"
232,"Chum Salmon","Southern District","Southern","08-20",0-08-20,0.96,3.17372081316302,0.323990333512673,0.959833280096852,0.976,0.933,1440,4800,1464,1400,4880,4665,"All","Aggregate"
233,"Chum Salmon","Southern District","Southern","08-21",0-08-21,0.965,3.30525207857381,0.334666569073194,0.964608549069528,0.979,0.94,1448,4825,1469,1410,4895,4700,"All","Aggregate"
234,"Chum Salmon","Southern District","Southern","08-22",0-08-22,0.969,3.4367833439846,0.345424141386579,0.968834537896291,0.982,0.946,1454,4845,1473,1419,4910,4730,"All","Aggregate"
235,"Chum Salmon","Southern District","Southern","08-23",0-08-23,0.973,3.5683146093954,0.356255682343383,0.972570263093437,0.985,0.952,1460,4865,1478,1428,4925,4760,"All","Aggregate"
236,"Chum Salmon","Southern District","Southern","08-24",0-08-24,0.976,3.69984587480619,0.367154645487573,0.975869349452615,0.987,0.957,1464,4880,1481,1436,4935,4785,"All","Aggregate"
237,"Chum Salmon","Southern District","Southern","08-25",0-08-25,0.979,3.83137714021699,0.37811520064145,0.978780298567255,0.989,0.961,1469,4895,1484,1442,4945,4805,"All","Aggregate"
238,"Chum Salmon","Southern District","Southern","08-26",0-08-26,0.981,3.96290840562778,0.389132143315101,0.981346803749941,0.99,0.965,1472,4905,1485,1448,4950,4825,"All","Aggregate"
239,"Chum Salmon","Southern District","Southern","08-27",0-08-27,0.984,4.09443967103858,0.40020081673798,0.983608090907424,0.991,0.969,1476,4920,1487,1454,4955,4845,"All","Aggregate"
240,"Chum Salmon","Southern District","Southern","08-28",0-08-28,0.986,4.22597093644938,0.411317044658194,0.985599269774006,0.993,0.972,1479,4930,1490,1458,4965,4860,"All","Aggregate"
241,"Chum Salmon","Southern District","Southern","08-29",0-08-29,0.987,4.35750220186017,0.422477073326845,0.987351683919638,0.994,0.975,1481,4935,1491,1463,4970,4875,"All","Aggregate"
242,"Chum Salmon","Southern District","Southern","08-30",0-08-30,0.989,4.48903346727096,0.433677521321021,0.988893251212433,0.995,0.978,1484,4945,1493,1467,4975,4890,"All","Aggregate"
243,"Chum Salmon","Southern District","Southern","08-31",0-08-31,0.99,4.62056473268176,0.444915336062194,0.990248789014765,0.995,0.98,1485,4950,1493,1470,4975,4900,"All","Aggregate"
244,"Chum Salmon","Southern District","Southern","09-01",0-09-01,0.991,4.75209599809255,0.456187756060361,0.991440320423051,0.996,0.982,1487,4955,1494,1473,4980,4910,"All","Aggregate"
245,"Chum Salmon","Southern District","Southern","09-02",0-09-02,0.992,4.88362726350335,0.467492278061682,0.992487359417182,0.997,0.984,1488,4960,1496,1476,4985,4920,"All","Aggregate"
246,"Chum Salmon","Southern District","Southern","09-03",0-09-03,0.993,5.01515852891414,0.478826628402261,0.993407173952579,0.997,0.986,1490,4965,1496,1479,4985,4930,"All","Aggregate"
247,"Chum Salmon","Southern District","Southern","09-04",0-09-04,0.994,5.14668979432494,0.490188737976216,0.994215026882125,0.997,0.987,1491,4970,1496,1481,4985,4935,"All","Aggregate"
248,"Chum Salmon","Southern District","Southern","09-05",0-09-05,0.995,5.27822105973573,0.501576720315263,0.994924395202166,0.998,0.988,1493,4975,1497,1482,4990,4940,"All","Aggregate"
249,"Chum Salmon","Southern District","Southern","09-06",0-09-06,0.996,5.40975232514652,0.512988852352152,0.995547168531084,0.998,0.99,1494,4980,1497,1485,4990,4950,"All","Aggregate"
250,"Chum Salmon","Southern District","Southern","09-07",0-09-07,0.996,5.54128359055732,0.524423557503667,0.996093827995695,0.998,0.991,1494,4980,1497,1487,4990,4955,"All","Aggregate"
251,"Chum Salmon","Southern District","Southern","09-08",0-09-08,0.997,5.67281485596812,0.535879390762407,0.996573606856141,0.999,0.992,1496,4985,1499,1488,4995,4960,"All","Aggregate"
252,"Chum Salmon","Southern District","Southern","09-09",0-09-09,0.997,5.80434612137891,0.547355025531726,0.996994634273126,0.999,0.993,1496,4985,1499,1490,4995,4965,"All","Aggregate"
253,"Chum Salmon","Southern District","Southern","09-10",0-09-10,0.997,5.9358773867897,0.558849241976444,0.997364063634935,0.999,0.993,1496,4985,1499,1490,4995,4965,"All","Aggregate"
254,"Chum Salmon","Southern District","Southern","09-11",0-09-11,0.998,6.06740865220049,0.570360916694262,0.997688186833403,0.999,0.994,1497,4990,1499,1491,4995,4970,"All","Aggregate"
255,"Chum Salmon","Southern District","Southern","09-12",0-09-12,0.998,6.19893991761129,0.581889013540256,0.997972535821357,0.999,0.995,1497,4990,1499,1493,4995,4975,"All","Aggregate"
256,"Chum Salmon","Southern District","Southern","09-13",0-09-13,0.998,6.33047118302209,0.593432575460135,0.998221972709249,0.999,0.995,1497,4990,1499,1493,4995,4975,"All","Aggregate"
257,"Chum Salmon","Southern District","Southern","09-14",0-09-14,0.998,6.46200244843288,0.604990717207716,0.998440769573402,0.999,0.996,1497,4990,1499,1494,4995,4980,"All","Aggregate"
258,"Chum Salmon","Southern District","Southern","09-15",0-09-15,0.999,6.59353371384368,0.616562618839017,0.998632679057962,1,0.996,1499,4995,1500,1494,5000,4980,"All","Aggregate"
259,"Chum Salmon","Southern District","Southern","09-16",0-09-16,0.999,6.72506497925447,0.628147519889722,0.99880099676142,1,0.997,1499,4995,1500,1496,5000,4985,"All","Aggregate"
260,"Chum Salmon","Southern District","Southern","09-17",0-09-17,0.999,6.85659624466527,0.639744714155148,0.998948616309052,1,0.997,1499,4995,1500,1496,5000,4985,"All","Aggregate"
261,"Chum Salmon","Southern District","Southern","09-18",0-09-18,0.999,6.98812751007606,0.651353545002373,0.999078077926888,1,0.997,1499,4995,1500,1496,5000,4985,"All","Aggregate"
262,"Chum Salmon","Southern District","Southern","09-19",0-09-19,0.999,7.11965877548686,0.662973401153264,0.999191611251817,1,0.998,1499,4995,1500,1497,5000,4990,"All","Aggregate"
263,"Chum Salmon","Southern District","Southern","09-20",0-09-20,0.999,7.25119004089765,0.674603712884948,0.999291173037106,1,0.998,1499,4995,1500,1497,5000,4990,"All","Aggregate"
264,"Chum Salmon","Southern District","Southern","09-21",0-09-21,0.999,7.38272130630844,0.686243948600969,0.999378480342996,1,0.998,1499,4995,1500,1497,5000,4990,"All","Aggregate"
265,"Chum Salmon","Southern District","Southern","09-22",0-09-22,0.999,7.51425257171924,0.697893611732192,0.999455039738439,1,0.998,1499,4995,1500,1497,5000,4990,"All","Aggregate"
266,"Chum Salmon","Southern District","Southern","09-23",0-09-23,1,7.64578383713004,0.709552237931513,0.999522172982165,1,0.998,1500,5000,1500,1497,5000,4990,"All","Aggregate"
267,"Chum Salmon","Southern District","Southern","09-24",0-09-24,1,7.77731510254083,0.7212193925308,0.999581039598945,1,0.999,1500,5000,1500,1499,5000,4995,"All","Aggregate"
268,"Chum Salmon","Southern District","Southern","09-25",0-09-25,1,7.90884636795162,0.732894668232234,0.999632656719806,1,0.999,1500,5000,1500,1499,5000,4995,"All","Aggregate"
269,"Chum Salmon","Southern District","Southern","09-26",0-09-26,1,8.04037763336241,0.744577683009529,0.99967791651271,1,0.999,1500,5000,1500,1499,5000,4995,"All","Aggregate"
270,"Chum Salmon","Southern District","Southern","09-27",0-09-27,1,8.17190889877321,0.756268078197343,0.999717601492428,1,0.999,1500,5000,1500,1499,5000,4995,"All","Aggregate"
271,"Chum Salmon","Southern District","Southern","09-28",0-09-28,1,8.30344016418401,0.767965516749697,0.999752397964651,1,0.999,1500,5000,1500,1499,5000,4995,"All","Aggregate"
272,"Chum Salmon","Southern District","Southern","09-29",0-09-29,1,8.4349714295948,0.779669681650388,0.999782907829408,1,0.999,1500,5000,1500,1499,5000,4995,"All","Aggregate"
273,"Chum Salmon","Southern District","Southern","09-30",0-09-30,1,8.5665026950056,0.791380274460304,0.999809658942251,1,0.999,1500,5000,1500,1499,5000,4995,"All","Aggregate"
274,"Chum Salmon","Southern District","Southern","10-01",0-10-01,1,8.69803396041639,0.80309701398821,0.999833114208066,1,0.999,1500,5000,1500,1499,5000,4995,"All","Aggregate"
275,"Chum Salmon","Southern District","Southern","10-02",0-10-02,1,8.82956522582719,0.814819635073034,0.999853679561491,1,0.999,1500,5000,1500,1499,5000,4995,"All","Aggregate"
276,"Chum Salmon","Southern District","Southern","10-03",0-10-03,1,8.96109649123798,0.826547887467017,0.999871710969458,1,0.999,1500,5000,1500,1499,5000,4995,"All","Aggregate"
277,"Chum Salmon","Southern District","Southern","10-04",0-10-04,1,9.09262775664878,0.838281534810166,0.999887520575052,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
278,"Chum Salmon","Southern District","Southern","10-05",0-10-05,1,9.22415902205957,0.850020353687514,0.999901382087533,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
279,"Chum Salmon","Southern District","Southern","10-06",0-10-06,1,9.35569028747036,0.861764132761551,0.999913535510619,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
280,"Chum Salmon","Southern District","Southern","10-07",0-10-07,1,9.48722155288116,0.873512671972967,0.999924191290015,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
281,"Chum Salmon","Southern District","Southern","10-08",0-10-08,1,9.61875281829196,0.885265781803577,0.999933533951301,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
282,"Chum Salmon","Southern District","Southern","10-09",0-10-09,1,9.75028408370275,0.89702328259589,0.999941725290621,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
283,"Chum Salmon","Southern District","Southern","10-10",0-10-10,1,9.88181534911354,0.908785003924347,0.999948907173042,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
284,"Chum Salmon","Southern District","Southern","10-11",0-10-11,1,10.0133466145243,0.920550784013738,0.999955203986709,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
285,"Chum Salmon","Southern District","Southern","10-12",0-10-12,1,10.1448778799351,0.932320469200747,0.999960724795066,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
286,"Chum Salmon","Southern District","Southern","10-13",0-10-13,1,10.2764091453459,0.944093913434971,0.999965565224231,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
287,"Chum Salmon","Southern District","Southern","10-14",0-10-14,1,10.4079404107567,0.955870977816083,0.999969809118072,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
288,"Chum Salmon","Southern District","Southern","10-15",0-10-15,1,10.5394716761675,0.967651530164168,0.999973529989539,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
289,"Chum Salmon","Southern District","Southern","10-16",0-10-16,1,10.6710029415783,0.97943544462047,0.99997679229331,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
290,"Chum Salmon","Southern District","Southern","10-17",0-10-17,1,10.8025342069891,0.991222601276122,0.999979652541731,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
291,"Chum Salmon","Southern District","Southern","10-18",0-10-18,1,10.9340654723999,1.00301288582658,0.999982160283323,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
292,"Chum Salmon","Southern District","Southern","10-19",0-10-19,1,11.0655967378107,1.01480618924975,0.999984358960783,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
293,"Chum Salmon","Southern District","Southern","10-20",0-10-20,1,11.1971280032215,1.02660240750589,0.999986286663297,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
294,"Chum Salmon","Southern District","Southern","10-21",0-10-21,1,11.3286592686323,1.03840144125768,0.99998797678618,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
295,"Chum Salmon","Southern District","Southern","10-22",0-10-22,1,11.4601905340431,1.05020319560885,0.999989458609267,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
296,"Chum Salmon","Southern District","Southern","10-23",0-10-23,1,11.5917217994539,1.06200757985992,0.999990757804032,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
297,"Chum Salmon","Southern District","Southern","10-24",0-10-24,1,11.7232530648647,1.07381450727985,0.99999189687824,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
298,"Chum Salmon","Southern District","Southern","10-25",0-10-25,1,11.8547843302755,1.08562389489236,0.999992895565808,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
299,"Chum Salmon","Southern District","Southern","10-26",0-10-26,1,11.9863155956863,1.09743566327586,0.999993771168634,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
300,"Chum Salmon","Southern District","Southern","10-27",0-10-27,1,12.1178468610971,1.10924973637592,0.999994538856305,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
301,"Chum Salmon","Southern District","Southern","10-28",0-10-28,1,12.2493781265078,1.12106604132952,0.999995211928871,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
302,"Chum Salmon","Southern District","Southern","10-29",0-10-29,1,12.3809093919186,1.13288450830007,0.999995802047241,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
303,"Chum Salmon","Southern District","Southern","10-30",0-10-30,1,12.5124406573294,1.14470507032257,0.999996319435195,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
304,"Chum Salmon","Southern District","Southern","10-31",0-10-31,1,12.6439719227402,1.15652766315811,0.999996773056487,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
305,"Chum Salmon","Southern District","Southern","11-01",0-11-01,1,12.775503188151,1.16835222515712,0.999997170770139,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
306,"Chum Salmon","Southern District","Southern","11-02",0-11-02,1,12.9070344535618,1.18017869713069,0.999997519466585,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
307,"Chum Salmon","Southern District","Southern","11-03",0-11-03,1,13.0385657189726,1.19200702222951,0.999997825187043,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
308,"Chum Salmon","Southern District","Southern","11-04",0-11-04,1,13.1700969843834,1.20383714582981,0.999998093228178,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
309,"Chum Salmon","Southern District","Southern","11-05",0-11-05,1,13.3016282497942,1.21566901542597,0.99999832823386,1,1,1500,5000,1500,1500,5000,5000,"All","Aggregate"
